|DP|DPNOM|DPMP|MPIO|AÑO|ÁREA GEOGRÁFICA|Total population_x|AUX_LOC|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|Tasa_de_aprovechamiento|Total population_y|Id Empresa|Empresa|Nombre del departamento|Nombre del municipio|Nombre sitio disposición final|NUSD|Fecha inicio operaciones|Tipo disposición final|Longitud|Latitud|Propietario predio del SDF|Entidad otorgó autorización|Tipo autorización ambiental|No. Res. de la autorización|Fecha Res. de la Autorización|Fecha terminación vigencia Res|Fecha terminación vida útil|fecha hoy|años_vida|Capacidad de diseño|Entidad otorgó permiso vertimi|No.Res. permiso vertimiento|Fecha Res. permiso vertimiento|Fecha term permiso vertimiento|Fecha aplicación metodología|Fecha de certificación
174|54.0|NORTE DE SANTANDER|54518.0|PAMPLONA|2021|Centros Poblados y Rural Disperso|3.879|NORTE DE SANTANDER-PAMPLONA|12121.0|700.02|0.05459940004773411|655764.0|739|EMPRESA DE SERVICIOS PUBLICOS DE PAMPLONA S.A. E.S.P.|NORTE DE SANTANDER|PAMPLONA|RELLENOS SANITARIO LA CORTADA|350454518|2010-07-01|Relleno sanitario|-723738880|72266440.0|"28|EMPRESA OPERADORA"|"59|CORPORACIÓN AUTONÓMA REGIONAL DE NORTE DE SANTANDER ¿ CORPONOR"|Licencia ambiental|222|2006-05-02|2026-05-02|2026-05-02|2022-06-25|3.0|172583.0|"59|CORPORACIÓN AUTONÓMA REGIONAL DE NORTE DE SANTANDER ¿ CORPONOR"|222|2006-05-02|2026-05-02|2016-09-01|2016-11-21
175|54.0|NORTE DE SANTANDER|54518.0|PAMPLONA|2021|Total|54.647|NORTE DE SANTANDER-PAMPLONA|12121.0|700.02|0.05459940004773411|655764.0|739|EMPRESA DE SERVICIOS PUBLICOS DE PAMPLONA S.A. E.S.P.|NORTE DE SANTANDER|PAMPLONA|RELLENOS SANITARIO LA CORTADA|350454518|2010-07-01|Relleno sanitario|-723738880|72266440.0|"28|EMPRESA OPERADORA"|"59|CORPORACIÓN AUTONÓMA REGIONAL DE NORTE DE SANTANDER ¿ CORPONOR"|Licencia ambiental|222|2006-05-02|2026-05-02|2026-05-02|2022-06-25|3.0|172583.0|"59|CORPORACIÓN AUTONÓMA REGIONAL DE NORTE DE SANTANDER ¿ CORPONOR"|222|2006-05-02|2026-05-02|2016-09-01|2016-11-21
176|||||2021|||BOYACA-BUSBANZA|||0.0||2095|UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE BUSBANZA|BOYACA|BUSBANZA|CELDA TRANSITORIA NUMA|789615114|2002-11-25|celda transitoria|-728338140|58305090.0|"29|MUNICIPIO"|"75|NO CUENTA CON PERMISO AMBIENTAL"||||||2022-06-25||152.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2017-12-04
177|||||2021|||BOYACA-GARAGOA|||0.0||20359|EMPRESAS PUBLICAS DE GARAGOA S.A. E.S.P|BOYACA|GARAGOA|PLANTA REGIONAL DE RESIDUOS SOLIDOS|330715299|2002-05-02|Relleno sanitario|-733650460|50824530.0|"28|EMPRESA OPERADORA"|"58|CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR ¿ CORPOCHIVOR"|Licencia ambiental|224|2002-05-02|2022-05-01|2022-05-01|2022-06-25|0.0|10535.0|"58|CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR ¿ CORPOCHIVOR"|223|2014-04-14|2019-06-20|2016-01-01|2016-11-08
178|85.0|CASANARE|85250.0|PAZ DE ARIPORO|2021|Cabecera Municipal|25.688|CASANARE-PAZ DE ARIPORO|4987.68|0.0|0.0|452280.0|866|PAZ DE ARIPORO S.A.  E.S.P.|CASANARE|PAZ DE ARIPORO|EL GAVAN|2363885250|2019-11-11|Relleno sanitario|-719276528|58238528.0|"29|MUNICIPIO"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|Licencia ambiental|50036181262|2018-08-24|2026-02-24|2026-02-24|2022-06-25|3.0|108892.0|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|500.36.18.1262|2018-08-24|2026-02-24|2019-11-11|2021-08-12
179|85.0|CASANARE|85250.0|PAZ DE ARIPORO|2021|Centros Poblados y Rural Disperso|12.002|CASANARE-PAZ DE ARIPORO|4987.68|0.0|0.0|452280.0|866|PAZ DE ARIPORO S.A.  E.S.P.|CASANARE|PAZ DE ARIPORO|EL GAVAN|2363885250|2019-11-11|Relleno sanitario|-719276528|58238528.0|"29|MUNICIPIO"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|Licencia ambiental|50036181262|2018-08-24|2026-02-24|2026-02-24|2022-06-25|3.0|108892.0|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|500.36.18.1262|2018-08-24|2026-02-24|2019-11-11|2021-08-12
180|85.0|CASANARE|85250.0|PAZ DE ARIPORO|2021|Total|37.690|CASANARE-PAZ DE ARIPORO|4987.68|0.0|0.0|452280.0|866|PAZ DE ARIPORO S.A.  E.S.P.|CASANARE|PAZ DE ARIPORO|EL GAVAN|2363885250|2019-11-11|Relleno sanitario|-719276528|58238528.0|"29|MUNICIPIO"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|Licencia ambiental|50036181262|2018-08-24|2026-02-24|2026-02-24|2022-06-25|3.0|108892.0|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|500.36.18.1262|2018-08-24|2026-02-24|2019-11-11|2021-08-12
181|||||2021|||BOYACA-SAN MIGUEL DE SEMA|||0.0||23508|ADMINISTRACION PUBLICA COOPERATIVA EMPRESA SOLIDARIA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE SAN MIGUEL DE SEMA|BOYACA|SAN MIGUEL DE SEMA|SITIO DE DISPOSICION FINAL RELLENO SANITARIO|1669315676|2003-12-23|cuerpo de agua|-734322680|53308660.0|"29|MUNICIPIO"|"42|CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA - CAR"|Licencia ambiental|1490|2003-12-23|2020-12-23|2043-12-23|2022-06-25|21.0|3174.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2020-08-31
182|||||2021|||CALDAS-AGUADAS|||0.0||21907|EMPRESA REGIONAL DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL NORTE DE CALDAS S.A., E.S.P.|CALDAS|AGUADAS|LOS EUCALIPTOS CALDAS|1346217013|2007-11-01|Relleno sanitario|-754325417|56046160.0|"28|EMPRESA OPERADORA"|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|otro tipo de acto administrativo|524|2012-10-11|2050-10-11|2050-12-31|2022-06-25|28.0|20000.0|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|524|2012-10-11|2017-10-11|2016-04-30|2019-09-19
183|||||2021|||CALDAS-MARMATO|||0.0||20025|MUNICIPIO DE MARMATO|CALDAS|MARMATO|LA ESMERALDA MARMATO|368317442|1996-12-18|Relleno sanitario|-750000000|50000000.0|"28|EMPRESA OPERADORA"|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|Licencia ambiental|4426|1999-09-20|2019-09-20|2023-09-20|2022-06-25|1.0|0.0|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|4426|1999-09-20|2019-09-20|2016-01-01|2016-12-13
184|||||2021|||CALDAS-MARQUETALIA|||0.0||22137|EMPRESA DE SERVICIOS PUBLICOS DEL ORIENTE DE CALDAS S.A. E.S.P.|CALDAS|MARQUETALIA|LA VEGA|677417444|2008-02-01|Relleno sanitario|-750778570|52918730.0|"29|MUNICIPIO"|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|Licencia ambiental|80|2015-02-06|2025-02-06|2036-12-31|2022-06-25|14.0|248729.0|"54|CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS - CORPOCALDAS"|80|2015-02-06|2025-02-06|2017-04-01|2017-08-28
185|||||2021|||CAQUETA-CARTAGENA DEL CHAIRA|||0.0||569|EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE CARTAGENA DEL CHAIRA|CAQUETA|CARTAGENA DEL CHAIRA|LA PRADERA|1724818150|2009-12-09|Relleno sanitario|-748537200|13200090.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|0100 DEL 2009|2008-12-09|2029-12-09|2029-12-09|2022-06-25|7.0|111897.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2021-01-01|2020-10-15
186|||||2021|||CAQUETA-CURILLO|||0.0||2787|EMPRESA DE SERVICIOS DE CURILLO   S.A E.S.P|CAQUETA|CURILLO|CHICAO|653118205|2015-03-03|Relleno sanitario|-757586110|10337780.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|205|2015-03-03|2043-03-03|2043-03-03|2022-06-25|20.0|7988.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-10-01|2017-08-21
187|||||2021|||CAQUETA-EL DONCELLO|||0.0||25966|EMPRESAS PUBLICAS DE EL DONCELLO S.A.E.S.P.|CAQUETA|EL DONCELLO|EL BOSQUE CAQUETA|2147018247|2010-10-29|Relleno sanitario|-752900000|16400000.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|80|2010-10-29|2027-10-29|2027-10-29|2022-06-25|5.0|2.31|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|80|2010-10-29|2027-10-29|2021-05-18|2021-05-18
188|||||2021|||CAQUETA-MILAN|||0.0||20696|EMPRESA DE SERVICIOS PUBLICOS DE SAN ANTONIO DE GETUCHA S.A. E.S.P|CAQUETA|MILAN|EL DIAMANTE|2621818460|2011-05-23|Relleno sanitario|-753900000|11100000.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|23|2011-05-27|2036-05-27|2036-05-27|2022-06-25|13.0|6.1e+16|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|23|2011-05-27|2036-05-27|2016-01-01|2021-12-16
189|||||2021|||CAQUETA-PUERTO RICO|||0.0||20557|AGUA RICA AAA S.A. E.S.P.|CAQUETA|PUERTO RICO|LA MELVA|2146918592|2009-12-21|Relleno sanitario|-752100000|18700000.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|107|2009-12-21|2039-12-21|2039-12-21|2022-06-25|17.0|6407.0|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|107|2009-12-21|2039-12-21|2021-05-21|2021-05-18
190|||||2021|||CAQUETA-SAN JOSE DEL FRAGUA|||0.0||21900|EMPRESA DE SERVICIOS PUBLICOS DE SAN JOSE DE FRAGUA S.A. E.S.P|CAQUETA|SAN JOSE DEL FRAGUA|EL CAIRO|1630718610|2007-10-01|Relleno sanitario|-759661111|12801667.0|"29|MUNICIPIO"|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|Licencia ambiental|83|2008-12-16|2038-12-16|2038-12-16|2022-06-25|16.0|48243.0|"47|CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA"|83|2008-12-16|2038-12-16|2016-01-01|2020-07-21
191|73.0|TOLIMA|73168.0|CHAPARRAL|2021|Cabecera Municipal|29.197|TOLIMA-CHAPARRAL|5612.299999999999|0.0|0.0|458001.0|1780|EMPRESA DE SERVICIOS PUBLICOS DE CHAPARRAL E.S.P.|TOLIMA|CHAPARRAL|LAS TAPIAS|712273168|1996-06-18|celda transitoria|-759999999|40000000.0|"29|MUNICIPIO"|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"|otro tipo de acto administrativo|910|2017-03-21|2019-02-21|2019-02-21|2022-06-25|0.0|18553.0|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"||2017-03-21|2019-02-21|2017-08-01|2017-09-22
192|73.0|TOLIMA|73168.0|CHAPARRAL|2021|Centros Poblados y Rural Disperso|21.692|TOLIMA-CHAPARRAL|5612.299999999999|0.0|0.0|458001.0|1780|EMPRESA DE SERVICIOS PUBLICOS DE CHAPARRAL E.S.P.|TOLIMA|CHAPARRAL|LAS TAPIAS|712273168|1996-06-18|celda transitoria|-759999999|40000000.0|"29|MUNICIPIO"|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"|otro tipo de acto administrativo|910|2017-03-21|2019-02-21|2019-02-21|2022-06-25|0.0|18553.0|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"||2017-03-21|2019-02-21|2017-08-01|2017-09-22
193|73.0|TOLIMA|73168.0|CHAPARRAL|2021|Total|50.889|TOLIMA-CHAPARRAL|5612.299999999999|0.0|0.0|458001.0|1780|EMPRESA DE SERVICIOS PUBLICOS DE CHAPARRAL E.S.P.|TOLIMA|CHAPARRAL|LAS TAPIAS|712273168|1996-06-18|celda transitoria|-759999999|40000000.0|"29|MUNICIPIO"|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"|otro tipo de acto administrativo|910|2017-03-21|2019-02-21|2019-02-21|2022-06-25|0.0|18553.0|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"||2017-03-21|2019-02-21|2017-08-01|2017-09-22
194|73.0|TOLIMA|73001.0|IBAGUE|2021|Cabecera Municipal|503.745|TOLIMA-IBAGUE|164980.58999999994|5117.789999999999|0.03008723539871456|6512688.0|2044|INTERASEO S.A.S.  E.S.P.|TOLIMA|IBAGUE|LA MIEL|20273001|2004-05-06|Relleno sanitario|-750685000|43622000.0|"28|EMPRESA OPERADORA"|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"|Licencia ambiental|927|2014-05-06|2023-12-31|2023-12-31|2022-06-25|1.0|2286246.0|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"|289|2005-03-18|2021-02-05|2016-04-01|2020-05-21
195|73.0|TOLIMA|73001.0|IBAGUE|2021|Centros Poblados y Rural Disperso|38.979|TOLIMA-IBAGUE|164980.58999999994|5117.789999999999|0.03008723539871456|6512688.0|2044|INTERASEO S.A.S.  E.S.P.|TOLIMA|IBAGUE|LA MIEL|20273001|2004-05-06|Relleno sanitario|-750685000|43622000.0|"28|EMPRESA OPERADORA"|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"|Licencia ambiental|927|2014-05-06|2023-12-31|2023-12-31|2022-06-25|1.0|2286246.0|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"|289|2005-03-18|2021-02-05|2016-04-01|2020-05-21
196|73.0|TOLIMA|73001.0|IBAGUE|2021|Total|542.724|TOLIMA-IBAGUE|164980.58999999994|5117.789999999999|0.03008723539871456|6512688.0|2044|INTERASEO S.A.S.  E.S.P.|TOLIMA|IBAGUE|LA MIEL|20273001|2004-05-06|Relleno sanitario|-750685000|43622000.0|"28|EMPRESA OPERADORA"|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"|Licencia ambiental|927|2014-05-06|2023-12-31|2023-12-31|2022-06-25|1.0|2286246.0|"68|CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA ¿ CORTOLIMA"|289|2005-03-18|2021-02-05|2016-04-01|2020-05-21
197|||||2021|||CAQUETA-SOLANO|||0.0||26158|AGUAS DE CHIRIBIQUETE S.A.S. ESP.|CAQUETA|SOLANO|EL AMARILLO|964018756|2012-10-16|Relleno sanitario|-752537643|0.699307|"29|MUNICIPIO"|"75|NO CUENTA CON PERMISO AMBIENTAL"||||||2022-06-25||30000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-02-01|2018-07-02
198|76.0|VALLE DEL CAUCA|76109.0|BUENAVENTURA|2021|Cabecera Municipal|240.547|VALLE DEL CAUCA-BUENAVENTURA|70276.23|72.95|0.0010369701537388213|3762096.0|20286|BUENAVENTURA MEDIO AMBIENTE S.A. E.S.P.|VALLE DEL CAUCA|BUENAVENTURA|CELDA CORDOBA|1717676109|2018-12-28|celda de contingencia|-769136794|38789041.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"69|CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA ¿ CVC"|otro tipo de acto administrativo|0753-96240-2018|2018-12-26|2023-04-26|2023-04-26|2022-06-25|0.0|277577.0|"69|CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA ¿ CVC"|0750-73672018|2018-02-16|2023-02-16|2020-04-01|2020-10-05
199|76.0|VALLE DEL CAUCA|76109.0|BUENAVENTURA|2021|Centros Poblados y Rural Disperso|72.961|VALLE DEL CAUCA-BUENAVENTURA|70276.23|72.95|0.0010369701537388213|3762096.0|20286|BUENAVENTURA MEDIO AMBIENTE S.A. E.S.P.|VALLE DEL CAUCA|BUENAVENTURA|CELDA CORDOBA|1717676109|2018-12-28|celda de contingencia|-769136794|38789041.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"69|CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA ¿ CVC"|otro tipo de acto administrativo|0753-96240-2018|2018-12-26|2023-04-26|2023-04-26|2022-06-25|0.0|277577.0|"69|CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA ¿ CVC"|0750-73672018|2018-02-16|2023-02-16|2020-04-01|2020-10-05
200|76.0|VALLE DEL CAUCA|76109.0|BUENAVENTURA|2021|Total|313.508|VALLE DEL CAUCA-BUENAVENTURA|70276.23|72.95|0.0010369701537388213|3762096.0|20286|BUENAVENTURA MEDIO AMBIENTE S.A. E.S.P.|VALLE DEL CAUCA|BUENAVENTURA|CELDA CORDOBA|1717676109|2018-12-28|celda de contingencia|-769136794|38789041.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"69|CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA ¿ CVC"|otro tipo de acto administrativo|0753-96240-2018|2018-12-26|2023-04-26|2023-04-26|2022-06-25|0.0|277577.0|"69|CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA ¿ CVC"|0750-73672018|2018-02-16|2023-02-16|2020-04-01|2020-10-05
201|||||2021|||CASANARE-OROCUE|||0.0||22511|EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE OROCUE SA ESP|CASANARE|OROCUE|RELLENO SANITARIO EL BOGANTE|707485230|2005-12-16|Relleno sanitario|-819999999|71215532.0|"29|MUNICIPIO"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|Licencia ambiental|200.15.05.0969|2005-12-16|2041-09-11|2041-09-11|2022-06-25|19.0|1323.0|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|200.15.05.0969|2005-12-16|2041-09-11|2041-09-11|2017-09-19
202|||||2021|||CASANARE-TAURAMENA|||0.0||641|EMPRESA MUNICIPAL DE SERVICIOS PÚBLICOS DE TAURAMENA S.A. E.S.P.|CASANARE|TAURAMENA|PLANTA INDUSTRIAL PROCESADORA DE RESIDUOS SOLIDOS|2871285410|2009-09-01|Relleno sanitario|-727591667|50336111.0|"29|MUNICIPIO"|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|Licencia ambiental|20041091227|2009-09-01|2039-09-02|2039-09-02|2022-06-25|17.0|237679.0|"62|CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA ¿ CORPORINOQUIA"|20041091227|2009-09-01|2039-09-02|2039-09-02|2022-05-13
203|52.0|NARINO|52001.0|PASTO|2021|Cabecera Municipal|305.329|NARINO-PASTO|114103.97000000003|1911.83|0.01647904854338805|4710804.0|1876|EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. |NARINO|PASTO|ANTANAS PASTO |561052001|2004-10-18|Relleno sanitario|-772612740|12768950.0|"29|MUNICIPIO"|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|Licencia ambiental|277|2003-09-29|2033-12-31|2033-12-31|2022-06-25|11.0|3867571.0|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|128|2010-01-29|2020-07-08|2016-04-01|2017-05-31
204|52.0|NARINO|52001.0|PASTO|2021|Centros Poblados y Rural Disperso|87.238|NARINO-PASTO|114103.97000000003|1911.83|0.01647904854338805|4710804.0|1876|EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. |NARINO|PASTO|ANTANAS PASTO |561052001|2004-10-18|Relleno sanitario|-772612740|12768950.0|"29|MUNICIPIO"|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|Licencia ambiental|277|2003-09-29|2033-12-31|2033-12-31|2022-06-25|11.0|3867571.0|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|128|2010-01-29|2020-07-08|2016-04-01|2017-05-31
205|52.0|NARINO|52001.0|PASTO|2021|Total|392.567|NARINO-PASTO|114103.97000000003|1911.83|0.01647904854338805|4710804.0|1876|EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. |NARINO|PASTO|ANTANAS PASTO |561052001|2004-10-18|Relleno sanitario|-772612740|12768950.0|"29|MUNICIPIO"|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|Licencia ambiental|277|2003-09-29|2033-12-31|2033-12-31|2022-06-25|11.0|3867571.0|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|128|2010-01-29|2020-07-08|2016-04-01|2017-05-31
206|||||2021|||CAUCA-CORINTO|||0.0||643|EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE CORINTO CAUCA|CAUCA|CORINTO|CELDA TRANSITORIA GRANADITA|811519212|2013-07-01|celda transitoria|-761500000|31000000.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"60|CORPORACIÓN AUTÓNOMA REGIONAL DEL CAUCA ¿ CRC"|Aprobacion PMA|5872|2013-06-19|2018-06-17|2018-06-17|2022-06-25|0.0|24128.0|"60|CORPORACIÓN AUTÓNOMA REGIONAL DEL CAUCA ¿ CRC"|5872|2013-06-19|2018-06-17|2016-01-01|2018-01-09
207|||||2021|||CHOCO-ALTO BAUDO|||0.0||32194|EMPRESA DE SERVICIOS PUBLICOS DEL ALTO BAUDO E.S.P. S.A.S.|CHOCO|ALTO BAUDO|CAMPO NUEVO|2275427025|2016-01-01|Relleno sanitario|-765819929|53110444.0|"29|MUNICIPIO"|"46|CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCÓ - CODECHOCHO"|Licencia ambiental|1381|2012-09-25|2021-12-31|2021-12-31|2022-06-25|0.0|1500.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2021-07-08
208|||||2021|||CHOCO-EL CARMEN DE ATRATO|||0.0||23463|AGUAS DEL CARMELO A.S E.S.P|CHOCO|EL CARMEN DE ATRATO|LA ARBOLEDA|969427245|2014-09-22|Relleno sanitario|-761427500|58507220.0|"29|MUNICIPIO"|"46|CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCÓ - CODECHOCHO"|Licencia ambiental|1379|2012-09-25|2022-09-25|2042-09-25|2022-06-25|20.0|240000.0|"46|CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCÓ - CODECHOCHO"|1379|2012-09-25|2022-09-25|2016-04-30|2018-07-06
209|||||2021|||CHOCO-ISTMINA|||0.0||24811|EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS AGUAS DEL SAN JUAN S.A. E.S.P.|CHOCO|ISTMINA|EL CHONTADURO|2356927361|2012-01-01|botadero a cielo abierto|-766784180|51273400.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"75|NO CUENTA CON PERMISO AMBIENTAL"||||||2022-06-25||45864.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2021-08-10
210|8.0|ATLANTICO|8296.0|GALAPA|2021|Cabecera Municipal|63.311|ATLANTICO-GALAPA|12755.5|0.0|0.0|818820.0|82|SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.|ATLANTICO|GALAPA|RELLENO SANITARIO PARQUE AMBIENTAL LOS POCITOS|644108296|2009-03-01|Relleno sanitario|-749246330|109346310.0|"28|EMPRESA OPERADORA"|"71|CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO ¿ CRA"|Licencia ambiental|RES 694 DE 2016|2016-10-04|2039-05-01|2039-05-02|2022-06-25|16.0|20018534.5|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2020-03-02
211|8.0|ATLANTICO|8296.0|GALAPA|2021|Centros Poblados y Rural Disperso|4.924|ATLANTICO-GALAPA|12755.5|0.0|0.0|818820.0|82|SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.|ATLANTICO|GALAPA|RELLENO SANITARIO PARQUE AMBIENTAL LOS POCITOS|644108296|2009-03-01|Relleno sanitario|-749246330|109346310.0|"28|EMPRESA OPERADORA"|"71|CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO ¿ CRA"|Licencia ambiental|RES 694 DE 2016|2016-10-04|2039-05-01|2039-05-02|2022-06-25|16.0|20018534.5|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2020-03-02
